id,Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
1183,"SADOWITZ, Mr Henry",16,3rd Class Passenger,1855£7 11s 10d,Southampton,Fur Cutter,
1184,"SAGE, Mr John George",44,3rd Class Passenger,2343£69 11s,Southampton,Tradesman,
1185,"SAGE, Mrs Annie Elizabeth",44,3rd Class Passenger,2343£69 11s,Southampton,,
1186,"SAGE, Miss Stella Anne",20,3rd Class Passenger,2343£69 11s,Southampton,Dressmaker / Couturiere,
1187,"SAGE, Mr George John",19,3rd Class Passenger,2343£69 11s,Southampton,Barman,
1188,"SAGE, Mr Douglas Bullen",18,3rd Class Passenger,2343£69 11s,Southampton,Baker,
1189,"SAGE, Mr Frederick",16,3rd Class Passenger,2343£69 11s,Southampton,Cook,
1190,"SAGE, Miss Dorothy Florence",14,3rd Class Passenger,2343£69 11s,Southampton,Scholar,
1191,"SAGE, Master Anthony William",12,3rd Class Passenger,2343£69 11s,Southampton,,[67]
1192,"SAGE, Miss Elizabeth Ada",10,3rd Class Passenger,2343£69 11s,Southampton,,
1193,"SAGE, Miss Constance Gladys",7,3rd Class Passenger,2343£69 11s,Southampton,,
1194,"SAGE, Master Thomas Henry",5,3rd Class Passenger,2343£69 11s,Southampton,,
1195,"SALANDER, Mr Karl Johan",24,3rd Class Passenger,7266£9 6s 6d,Southampton,General Labourer,
1196,"SALONEN, Mr Johan Werner",29,3rd Class Passenger,3101296£7 18s 6d,Southampton,General Labourer,
1197,"SALUSSOLIA, Mr Govanni",25,Restaurant Staff,,Southampton,Glass Man,
1198,"SAMAAN, Mr Hanna Elias",40,3rd Class Passenger,2662£21 13s 7d,Cherbourg,General Labourer,
1199,"SAMAAN, Mr Elias",17,3rd Class Passenger,2662£21 13s 7d,Cherbourg,General Labourer,
1200,"SAMAAN, Mr Youssef",16,3rd Class Passenger,2662£21 13s 7d,Cherbourg,General Labourer,
1201,"SAMUEL, Mr Owen Wilmore",47,Victualling Crew,,Southampton,Saloon Steward (2nd class),[217]
1202,"SANGSTER, Mr Charles Edward",30,Engineering Crew,,Southampton,Fireman,
1203,"SARTORI, Sig. Lazar",24,Restaurant Staff,,Southampton,Assistant Glass Man,
1204,"SAUNDERCOCK, Mr William Henry",19,3rd Class Passenger,2151£8 1s,Southampton,Miner,
1205,"SAUNDERS, Mr F.",22,Engineering Crew,,Southampton,Fireman,
1206,"SAUNDERS, Mr Walter Ernest",25,Engineering Crew,,Southampton,Trimmer,[184]
1207,"SAUNDERS, Mr William Henry",31,Engineering Crew,,Southampton,Fireman,
1208,"SAUNDERS, Mr William Ernest",32,Victualling Crew,,Southampton,Saloon Steward,
1209,"SAWYER, Mr Frederick Charles",24,3rd Class Passenger,342826£8 1s,Southampton,Gardener,[284]
1210,"SAWYER, Mr Robert James",31,Deck Crew,,Southampton,Window Cleaner,
1211,"SCANLAN, Mr James",20,3rd Class Passenger,36209£7 14s 6d,Queenstown,,
1212,"SCAVINO, Sig. Candido",42,Restaurant Staff,,Southampton,Carver,
1213,"SCHMIDT, Mr Augustus",22,2nd Class Passenger,248659£13,Southampton,,
1214,"SCOTT, Mr Archibald",47,Engineering Crew,,Southampton,Fireman,
1215,"SCOTT, Mr John",20,Victualling Crew,,Southampton,Assistant boots steward (1st Class),
1216,"SCOVELL, Mr Robert",55,Victualling Crew,,Southampton,Saloon Steward (2nd class),
1217,"SDYCOFF, Mr Todor",42,3rd Class Passenger,349222£7 17s 11d,Southampton,,
1218,"SEDGWICK, Mr Charles Frederick Waddington",28,2nd Class Passenger,244361£13,Southampton,,
1219,"SEDUNARY, Mr Samuel Francis",25,Victualling Crew,,Southampton,Second third class steward,
1220,"SELF, Mr Alfred Henry",39,Engineering Crew,,Southampton,Greaser,
1221,"SEMAN, Master Betros",10,3rd Class Passenger,2622£4 3d,Cherbourg,,
1222,"SESIA, Sig. Giacomo",24,Restaurant Staff,,Southampton,Waiter,
1223,"SHANNON, Mr Andrew John",35,3rd Class Passenger,370160,Southampton,Seaman,
1224,"SHARP, Mr Percival",29,2nd Class Passenger,244358£26,Southampton,,
1225,"SHAUGHNESSY, Mr Patrick",25,3rd Class Passenger,370374£7 15s,Queenstown,Farm Labourer,
1226,"SHAW, Mr Henry",41,Victualling Crew,,Southampton,Kitchen Porter,
1227,"SHEA, Mr Thomas",32,Engineering Crew,,Southampton,Fireman,
1228,"SHEA, Mr John Joseph",39,Victualling Crew,,Belfast,Saloon Steward (1st class),[11]
1229,"SHELLARD, Mr Frederick Blainey",55,3rd Class Passenger,6212£15 2s,Southampton,Painter & Decorator,
1230,"SHEPHERD, Mr Jonathan",32,Engineering Crew,,Southampton,Junior Assistant 2nd. Engineer,
1231,"SHIHĀB, Mr Al-Amīr Fāris",26,3rd Class Passenger,2631£7 4s 6d,Cherbourg,General Labourer,
1232,"SHILLABEER, Mr Charles Frederick",19,Engineering Crew,,Southampton,Trimmer,[195]
1233,"SHORNEY, Mr Charles Joseph",22,3rd Class Passenger,374910£8 1s,Southampton,Valet,
1234,"SIEBERT, Mr Sidney Conrad",29,Victualling Crew,,Belfast,Bed Room Steward,4
1235,"SIHVOLA, Mr Antti Wiljam",21,3rd Class Passenger,3101280£7 18s 6d,Southampton,General Labourer,
1236,"SILVEY, Mr William Baird",51,1st Class Passenger,13507£55 18s,Cherbourg,Businessman,
1237,"SIMMONS, Mr John",40,3rd Class Passenger,392082£8 1s,Southampton,General Labourer,
1238,"SIMMONS, Mr Frederick Charles",24,Victualling Crew,,Southampton,Saloon Steward,
1239,"SIMMONS, Mr William Simon Catcott",37,Victualling Crew,,Southampton,Passage Cook,
1240,"SIMPSON, Dr John Edward",37,Deck Crew,,Southampton,Assistant Surgeon,
1241,"SIRAGANIAN, Mr Arsen",22,3rd Class Passenger,2669£7 4s 7d,Cherbourg,Farmer,
1242,"SIROTA, Mr Morris",19,3rd Class Passenger,392092£8 1s,Southampton,Tailor,
1243,"SIVIĆ, Mr Husein",40,3rd Class Passenger,349251£7 17s 11d,Southampton,General Labourer,
1244,"SIVIER, Mr William",23,Victualling Crew,,Southampton,Steward (3rd Class),
1245,"SJÖSTEDT, Mr Ernst Adolf",59,2nd Class Passenger,237442£13 10s,Southampton,,
1246,"SKEATES, Mr William",23,Engineering Crew,,Southampton,Trimmer,
1247,"SKINNER, Mr Edward",41,Victualling Crew,,Belfast,Saloon Steward (1st class),
1248,"SKOOG, Mr Wilhelm Johansson",40,3rd Class Passenger,347088£27 18s,Southampton,General Labourer,
1249,"SKOOG, Mrs Anna Bernhardina",43,3rd Class Passenger,347088£27 18s,Southampton,,
1250,"SKOOG, Master Karl Thorsten",11,3rd Class Passenger,347088£27 18s,Southampton,,
1251,"SKOOG, Master Harald",5,3rd Class Passenger,347088£27 18s,Southampton,,
1252,"SKOOG, Miss Mabel",9,3rd Class Passenger,347088£27 18s,Southampton,,
1253,"SKOOG, Miss Margit Elizabeth",2,3rd Class Passenger,347088£27 18s,Southampton,,
1254,"SLABENOFF, Mr Petco",42,3rd Class Passenger,349214£7 17s 11d,Southampton,General Labourer,
1255,"SLEMEN, Mr Richard James",35,2nd Class Passenger,28206£10 10s,Southampton,Journeyman carpenter,
1256,"SLIGHT, Mr Harry John",33,Victualling Crew,,Southampton,3rd Class Steward,
1257,"SLIGHT, Mr William Henry James",36,Victualling Crew,,Belfast,Larder Cook,
1258,"SLOAN, Mr Peter",31,Engineering Crew,,Belfast,Chief Electrician,
1259,"SLOCOVSKI, Mr Selman Francis",20,3rd Class Passenger,392086£8 1s,Southampton,Merchant,
1260,"SMALL, Mr William McMillan",42,Engineering Crew,,Southampton,Leading Fireman,
1261,"SMART, Mr John Montgomery",56,1st Class Passenger,113792£26 11s,Southampton,,
1262,"SMILJANIĆ, Mr Mile",37,3rd Class Passenger,315037£8 13s 3d,Southampton,Farm Labourer,
1263,"SMILLIE, Mr John Downing",28,Victualling Crew,,Belfast,Saloon Steward,[91]
1264,"SMITH, Captain Edward John",62,Deck CrewTitanic Officers,,Southampton,Master,
1265,"SMITH, Mr James Clinch",56,1st Class Passenger,17764£30 13s 11d,Cherbourg,Military,
1266,"SMITH, Mr Richard William",57,1st Class Passenger,113056£26,Southampton,,
1267,"SMITH, Mr Lucian Philip",24,1st Class Passenger,13695£60,Cherbourg,,
1268,"SMITH, Mr William",26,Deck Crew,,Southampton,Seaman,
1269,"SMITH, Mr Ernest George",27,Engineering Crew,,Southampton,Trimmer,
1270,"SMITH, Mr James Muil",39,Engineering Crew,,Belfast,Junior 4th. Engineer,
1271,"SMITH, Mr John Richard Jago",35,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,
1272,"SMITH, Mr Charles Henry James",45,Victualling Crew,,Southampton,Kitchen Porter,
1273,"SMITH, Mr Charles Edwin",38,Victualling Crew,,Southampton,2nd Class Bedroom Steward,[329]
1274,"SMITH, Mr James William",24,Victualling Crew,,Southampton,Assistant baker,
1275,"SMITH, Mr Reginald George",33,Victualling Crew,,Southampton,Saloon Steward (1st class),
1276,"SMITHER, Mr Harry James",22,Engineering Crew,,Southampton,Fireman,
1277,"SMYTH, Mr Thomas",26,3rd Class Passenger,384461£7 15s,Queenstown,,
1278,"SNAPE, Mrs Lucy Violet",22,Victualling Crew,,Southampton,Stewardess,
1279,"SNELLGROVE, Mr George",41,Engineering Crew,,Southampton,Fireman,
1280,"SNOOK, Mr William Henry",25,Engineering Crew,,Southampton,Trimmer,
1281,"SOBEY, Mr Samuel James Hayden",25,2nd Class Passenger,29178£13,Southampton,Quarryman,
1282,"SOMERTON, Mr Francis William",30,3rd Class Passenger,18509£8 1s,Southampton,,
1283,"SPECTOR, Mr Woolf",23,3rd Class Passenger,3236£8 1s,Southampton,Cabinet Maker,
1284,"SPENCER, Mr William Augustus",57,1st Class Passenger,17569£146 10s 5d,Cherbourg,,
1285,"SPINNER, Mr Henry John",31,3rd Class Passenger,369943£8 1s,Southampton,Glove Cutter,
1286,"STAGG, Mr John Henry",38,Victualling Crew,,Southampton,Saloon Steward,
1287,"STANBROOK, Mr Augustus George",31,Engineering Crew,,Southampton,Fireman,[316]
1288,"STANEFF, Mr Ivan",23,3rd Class Passenger,349208£7 17s 11d,Southampton,General Labourer,
1289,"STANKOVIĆ, Mr Ivan",33,3rd Class Passenger,349239£8 13s 9d,Cherbourg,General Labourer,
1290,"STANLEY, Mr Rowland Edwin",22,3rd Class Passenger,45380£8 1s,Southampton,Porter,
1291,"STANTON, Mr Samuel Ward",42,2nd Class Passenger,237734£15 11d,Cherbourg,Artist,
1292,"STEAD, Mr William Thomas",62,1st Class Passenger,113514£26 11s,Southampton,Journalist,
1293,"STEBBINGS, Mr Sydney Frederick",36,Victualling Crew,,Belfast,Chief Boots Steward (1st Class),
1294,"STEEL, Mr Robert Edward",29,Engineering CrewSubstitute Crew,,Southampton,Trimmer,
1295,"STEWART, Mr Albert Ankeny",64,1st Class Passenger,17605£27 14s 5d,Cherbourg,Businessman,
1296,"STOCKER, Mr Henry Dorey",20,Engineering Crew,,Southampton,Trimmer,
1297,"STOKES, Mr Philip Joseph",24,2nd Class Passenger,13540£10 10s,Southampton,Bricklayer,[81]
1298,"STONE, Mr Edmund",33,Victualling Crew,,Southampton,1st Class Bedroom Steward,[41]
1299,"STONE, Mr Edward Thomas",29,Victualling Crew,,Southampton,Bedroom Steward (2nd class),[243]
1300,"STOREY, Mr Thomas",59,3rd Class Passenger,370160,Southampton,Seaman,[261]
1301,"STOYTCHEFF, Mr Ilia",19,3rd Class Passenger,349205£7 17s 11d,Southampton,General Labourer,
1302,"STRANDBERG, Miss Ida Sofia",22,3rd Class Passenger,7553£9 16s 9d,Southampton,,
1303,"STRAUS, Mr Isidor",67,1st Class Passenger,17483£221 15s 7d,Southampton,Businessman,[96]
1304,"STRAUS, Mrs Rosalie Ida",63,1st Class Passenger,17483£221 15s 7d,Southampton,,
1305,"STRILIĆ, Mr Ivan",26,3rd Class Passenger,315083£8 13s 3d,Southampton,Farmer,
1306,"STRÖM, Mrs Elna Matilda",29,3rd Class Passenger,347054£10 9s 3d,Southampton,,
1307,"STRÖM, Miss Telma Matilda",2,3rd Class Passenger,347054£10 9s 3d,Southampton,,
1308,"STROUD, Mr Edward Alfred Orlando",19,Victualling Crew,,Southampton,Saloon Steward (2nd class),
1309,"STROUD, Mr Harry John",35,Victualling Crew,,Southampton,Saloon Steward,
1310,"STRUGNELL, Mr John Herbert",34,Victualling Crew,,Belfast,Saloon Steward (1st class),
1311,"STUBBINGS, Mr Harry Robert",31,Victualling Crew,,Belfast,2nd. Class Cook,
1312,"STUBBS, Mr James Henry",28,Engineering Crew,,Southampton,Fireman,
1313,"SUTEHALL, Mr Henry",25,3rd Class Passenger,392076£7 1s,Southampton,Coach Trimmer,
1314,"SUTTON, Mr Frederick",61,1st Class Passenger,36963£32 6s 5d,Southampton,Property Developer / Real Estate,[46]
1315,"SVENSSON, Mr Olof",24,3rd Class Passenger,350035£7 15s 11d,Southampton,Farmer,
1316,"SVENSSON, Mr Johan",74,3rd Class Passenger,347060£7 15s 6d,Southampton,,
1317,"SWAN, Mr William",48,Victualling Crew,,Belfast,1st Class Bedroom Steward,
1318,"SWANE, Mr George",19,2nd Class PassengerServant,248734£13,Southampton,Chauffeur,[294]
1319,"SWEET, Mr George Frederick",14,2nd Class Passenger,220845£65,Southampton,Farm Labourer,
1320,"SYMONDS, Mr John Crane",44,Victualling Crew,,Belfast,Saloon Steward,
1321,"SÆTHER, Mr Simon Sivertsen",43,3rd Class Passenger,3101262£7 5s,Southampton,Miner,[32]
1322,"SØHOLT, Mr Peter Andreas Lauritz Andersen",19,3rd Class Passenger,348124£7 13s,Southampton,Carpenter / Joiner,
1323,"TALBOT, Mr George Frederick Charles",20,Victualling Crew,,Southampton,Steward,[150]
1324,"TAMLYN, Mr Frederick",23,Deck Crew,,Southampton,Mess Steward (Deck Dept.),[123]
1325,"TANNŪS, Mr Bashīr",30,3rd Class Passenger,2621£6 8s 9d,Cherbourg,Dealer,
1326,"ṬANNŪS, Mr Ṭannūs Ḥannā Mu'awwad",16,3rd Class Passenger,2684£7 4s 6d,Cherbourg,Scholar,
1327,"ṬANNŪS MU'AWWAD, Mr Ḥannā",34,3rd Class Passenger,2681£6 8s 9d,Cherbourg,Dealer,
1328,"TAUSSIG, Mr Emil",54,1st Class Passenger,110413£79 13s,Southampton,Manufacturer,
1329,"TAYLOR, Mr Percy Cornelius",40,2nd Class PassengerMusician,250654,Southampton,Musician,
1330,"TAYLOR, Mr Charles William Frederick",35,Deck Crew,,Southampton,Able-bodied Seaman,
1331,"TAYLOR, Mr J.",42,Engineering Crew,,Southampton,Fireman,
1332,"TAYLOR, Mr John Henry",49,Engineering Crew,,Southampton,Fireman,
1333,"TAYLOR, Mr Bernard Cuthbert",22,Victualling Crew,,Southampton,3rd Class Steward,
1334,"TAYLOR, Mr Leonard",19,Victualling Crew,,Southampton,Turkish Bath Attendant,
1335,"TAYLOR, Mr William John",31,Victualling Crew,,Southampton,Saloon Steward (1st class),
1336,"TERRELL, Mr Bertram",19,Deck Crew,,Southampton,Seaman,
1337,"TESTONI, Sig. Ercole",23,Restaurant Staff,,Southampton,Assistant Glass Man,
1338,"TEUTON, Mr Thomas Moore",35,Victualling Crew,,Southampton,Saloon Steward,[226]
1339,"THALER, Mr Montague Donald",17,Victualling Crew,,Southampton,Steward (3rd Class),
1340,"THAYER, Mr John Borland",49,1st Class Passenger,17421£110 17s 8d,Cherbourg,Businessman,
1341,"THEOBALD, Mr Thomas Leonard",34,3rd Class Passenger,363294£8 1s,Southampton,Groom,[176]
1342,"THOMAS, Mr Joseph Wakefield",23,Engineering Crew,,Southampton,Fireman,
1343,"THOMPSON, Mr Alexander Mellis",36,3rd Class Passenger,32302£8 1s,Southampton,Mason,
1344,"THOMPSON, Mr Herbert Henry",25,Victualling Crew,,Belfast,2nd (Assistant) Storekeeper,
1345,"THORLEY, Mr William Gordon",41,Victualling Crew,,Southampton,Cook,
1346,"THORN, Mr Harry",25,Victualling Crew,,Southampton,Assistant Ship's Cook,
1347,"THORNEYCROFT, Mr Percival",36,3rd Class Passenger,376564£16 2s,Southampton,General Labourer,
1348,"TIETZ, Sig. Carlo/Karl",27,Restaurant Staff,,Southampton,Kitchen Porter,
1349,"TIKKANEN, Mr Juho",32,3rd Class Passenger,3101293£7 18s 6d,Southampton,General Labourer,
1350,"TIZARD, Mr Arthur Leopold",31,Engineering Crew,,Southampton,Fireman,
1351,"TOBIN, Mr Roger",20,3rd Class Passenger,383121£7 15s,Queenstown,Farmer,
1352,"TODOROFF, Mr Lalio",23,3rd Class Passenger,349216£7 17s 11d,Southampton,General Labourer,
1353,"TOMLIN, Mr Ernest Portage",21,3rd Class Passenger,364499£8 1s,Southampton,Scholar,[50]
1354,"TOPP, Mr Thomas",27,Victualling Crew,,Southampton,2nd Butcher,
1355,"TÖRBER, Mr Ernst Wilhelm",41,3rd Class Passenger,364511£8 1s,Southampton,Florist,
1356,"TORFA, Mr Assad",20,3rd Class Passenger,2673£7 4s 7d,Cherbourg,Farm Labourer,
1357,"TOSHACK, Mr James Adamson",30,Victualling Crew,,Southampton,Saloon Steward (1st class),
1358,"TOTEVSKI, Mr Hristo Danchev",25,3rd Class Passenger,349203£7 17s 11d,Southampton,General Labourer,
1359,"TOZER, Mr James",32,Engineering Crew,,Southampton,Greaser,
1360,"TROUPIANSKY, Mr Moses Aaron",23,2nd Class Passenger,233639£13,Southampton,Shop Assistant,
1361,"TU'MAH AL-SAYQALĪ, Mr Assāf Jirjis",29,3rd Class Passenger,2692£7 4s 6d,Cherbourg,Farm Labourer,
1362,"TURČIN, Mr Stjepan",36,3rd Class Passenger,349247£7 17s 11d,Southampton,General Labourer,
1363,"TURLEY, Mr Richard",37,Engineering Crew,,Belfast,Fireman,
1364,"TURNER, Mr George Frederick",42,Victualling Crew,,Southampton,Stenographer,
1365,"TURNER, Mr Leopold Olerenshaw",28,Victualling Crew,,Belfast,Saloon Steward (1st class),[23]
1366,"TURPIN, Mr William John",29,2nd Class Passenger,11668£21,Southampton,Carpenter / Joiner,
1367,"TURPIN, Mrs Dorothy Ann",26,2nd Class Passenger,11668£21,Southampton,Housewife,
1368,"TURVEY, Mr Charles Thomas",17,Restaurant Staff,,Southampton,Page Boy,
1369,"URBINI, Sig. Roberto",20,Restaurant Staff,,Southampton,Waiter,
1370,"URUCHURTU, Mr Manuel Ramirez",39,1st Class Passenger,17601£27 14s 5d,Cherbourg,Lawyer,
1371,"VALVASSORI, Mr Ettore Luigi",35,Restaurant Staff,,Southampton,Waiter,
1372,"VAN BILLIARD, Mr Austin Blyler",35,3rd Class Passenger,851£14 10s,Southampton,,[255]
1373,"VAN BILLIARD, Master James William",10,3rd Class Passenger,851£14 10s,Southampton,,
1374,"VAN BILLIARD, Master Walter John",9,3rd Class Passenger,851£14 10s,Southampton,,[1]
1375,"VAN DE VELDE, Mr Johannes Josef",35,3rd Class Passenger,345780£9 10s,Southampton,Farmer,
1376,"VAN DEN STEEN, Mr Leo Peter",28,3rd Class Passenger,345783£9 10s,Southampton,Farmer,
1377,"VAN DER BRUGGE, Mr Wessel Adrianus",38,Engineering Crew,,Southampton,Fireman,
1378,"VAN DER HOEF, Mr Wyckoff",61,1st Class Passenger,111240£33 10s,Belfast,Businessman,[245]
1379,"VAN IMPE, Mr Jean Baptiste",36,3rd Class Passenger,345773£24 3s,Southampton,Farmer,
1380,"VAN IMPE, Mrs Rosalie Paula",30,3rd Class Passenger,345773£24 3s,Southampton,,
1381,"VAN IMPE, Miss Catharina",10,3rd Class Passenger,345773£24 3s,Southampton,,
1382,"VAN MELCKEBEKE, Mr Philemon",23,3rd Class Passenger,345777£9 10s,Southampton,Farmer,
1383,"VANDERCRUYSSEN, Mr Victor",46,3rd Class Passenger,345765£9,Southampton,Farmer,
1384,"VANDERPLANCKE, Mr Julius",31,3rd Class Passenger,345763£18,Southampton,Farmer,
1385,"VANDERPLANCKE, Mrs Emelie Maria",31,3rd Class Passenger,345763£18,Southampton,,
1386,"VANDERPLANCKE, Miss Augusta Maria",18,3rd Class Passenger,345763£18,Southampton,Servant,
1387,"VANDERPLANCKE, Mr Leo Edmondus",15,3rd Class Passenger,345763£18,Southampton,Farm Labourer,
1388,"VANDEWALLE, Mr Nestor Cyriel",28,3rd Class Passenger,345770£9 10s,Southampton,Merchant,
1389,"VEAL, Mr James",40,2nd Class Passenger,28221£13,Southampton,,
1390,"VEAL, Mr Arthur",36,Engineering Crew,,Southampton,Greaser,
1391,"VEAL, Mr Thomas Henry Edom",38,Victualling Crew,,Southampton,Saloon Steward (1st class),
1392,"VEAR, Mr Henry",33,Engineering Crew,,Southampton,Fireman,
1393,"VEAR, Mr William",34,Engineering Crew,,Southampton,Fireman,[59]
1394,"VESTRÖM, Miss Hulda Amanda Adolfina",14,3rd Class Passenger,350406£7 17s 1d,Southampton,Servant,
1395,"VICAT, Sig. Alphonse Jean Eugene",21,Restaurant Staff,,Southampton,Cook,
1396,"VILLVARLANGE, Mr Pierre Léon Gabriel",19,Restaurant Staff,,Southampton,Assistant Soup Cook,
1397,"VINE, Mr Herbert Thomas Gordon",17,Restaurant Staff,,Southampton,Assistant Restaurant Controller,
1398,"VIONI, Sig. Roberto",25,Restaurant Staff,,Southampton,Waiter,
1399,"VÖGELIN-DUBACH, Sig. Johannes",35,Restaurant Staff,,Southampton,Coffee Man,
1400,"VOVK, Mr Janko",21,3rd Class Passenger,349252£7 17s 11d,Southampton,General Labourer,
1401,"VULCHEV, Mr Minko Anghelov",26,3rd Class Passenger,349202£7 17s 11d,Southampton,General Labourer,
1402,"WAELENS, Mr Achille",22,3rd Class Passenger,345767£9,Southampton,Farm Labourer,[140]
1403,"WAKE, Mr Percy",37,Victualling Crew,,Southampton,Assistant baker,
1404,"WALKER, Mr William Anderson",48,1st Class Passenger,36967£34 5d,Southampton,,
1405,"WALLIS, Mrs Catherine Jane",36,Victualling Crew,,Southampton,Matron,
1406,"WALPOLE, Mr James",48,Victualling Crew,,Belfast,Chief Pantryman Steward,
1407,"WALSH, Kate",42,Victualling Crew,,Southampton,Stewardess,
1408,"WARD, Mr Arthur",23,Engineering Crew,,Belfast,Junior Assistant 4th. Engineer,
1409,"WARD, Mr James William",31,Engineering Crew,,Southampton,Leading Fireman,
1410,"WARD, Mr Edward Bryon",34,Victualling Crew,,Belfast,Bed Room Steward,
1411,"WARD, Mr Percy Thomas",40,Victualling Crew,,Belfast,Bedroom Steward (1st Class),
1412,"WARDNER, Mr Fred Albert",40,Engineering Crew,,Southampton,Fireman,
1413,"WARE, Mr John James",46,2nd Class Passenger,31352£21,Southampton,Carpenter / Joiner,
1414,"WARE, Mr William Jeffery",22,2nd Class Passenger,28666£10 10s,Southampton,,
1415,"WARE, Mr Frederick",35,3rd Class Passenger,359309£8 1s,Southampton,Motor Fitter,
1416,"WAREHAM, Mr Robert Arthur",37,Victualling Crew,,Belfast,Bed Room Steward,[246]
1417,"WARREN, Mr Frank Manley",63,1st Class Passenger,110813£75 5s,Cherbourg,,
1418,"WARREN, Mr Charles William",31,3rd Class Passenger,49867£7 11s,Southampton,Bricklayer,
1419,"WARWICK, Mr Tom",25,Victualling Crew,,Southampton,Saloon Steward,
1420,"WATERIDGE, Mr Edward Lewis",26,Engineering Crew,,Southampton,Fireman,
1421,"WATSON, Mr Ennis Hastings",18,2nd Class PassengerH&W Guarantee Group,239856,Belfast,Apprentice Electrician,
1422,"WATSON, Mr William",27,Engineering Crew,,Southampton,Fireman,[158]
1423,"WATSON, Mr William Albert",14,Victualling Crew,,Southampton,Bell Boy,
1424,"WAZNAH, Mr Yūsuf Ahmad",23,3rd Class Passenger,2647£7 4s 6d,Cherbourg,Farmer,
1425,"WEATHERSTON, Mr Thomas Herbert",25,Victualling Crew,,Belfast,Saloon Steward (1st class),
1426,"WEBB, Mr Samuel Francis",28,Engineering Crew,,Southampton,Trimmer,
1427,"WEBB, Mr Brook Holden",50,Victualling Crew,,Belfast,Smoke Room Steward (1st class),
1428,"WEBBER, Mr James",66,3rd Class Passenger,3101316£8 1s,Southampton,Miner,
1429,"WEBBER, Mr Francis Albert",30,Engineering Crew,,Southampton,Leading Fireman,
1430,"WEIR, Colonel John",61,1st Class Passenger,113800£26 11s,Southampton,Mining Engineer,
1431,"WEISZ, Mr Léopold",37,2nd Class Passenger,228414£26,Southampton,Stonemason and Carver,[293]
1432,"WELCH, Mr William Harold",21,Victualling Crew,,Southampton,Cook,
1433,"WENDEL, Mr Olof Edvin",20,3rd Class Passenger,350416£7 17s 1d,Southampton,General Labourer,
1434,"WEST, Mr Edwy Arthur",36,2nd Class Passenger,34651£27 15s,Southampton,,
1435,"WHEADON, Mr Edward Henry",65,2nd Class Passenger,24579£10 10s,Southampton,Farmer,
1436,"WHEELER, Mr Edwin Charles",26,2nd Class PassengerServant,2159£12 17s 6d,Southampton,Servant,
1437,"WHITE, Mr Percival Wayland",54,1st Class Passenger,35281£77 5s 9d,Southampton,Manufacturer,
1438,"WHITE, Mr Richard Frasar",21,1st Class Passenger,35281£77 5s 9d,Southampton,,[169]
1439,"WHITE, Mr Albert",17,Engineering Crew,,Southampton,Trimmer,
1440,"WHITE, Mr Frank Leonard",27,Engineering Crew,,Southampton,Trimmer,
1441,"WHITE, Mr Arthur",37,Victualling Crew,,Southampton,Assistant Barber (1st Class),[247]
1442,"WHITE, Mr Edward Joseph",27,Victualling Crew,,Southampton,Glory hole steward (3rd class),[272]
1443,"WHITE, Mr Leonard Lisle Oliver",32,Victualling Crew,,Belfast,Saloon Steward,
1444,"WHITFORD, Mr Alfred Henry",39,Victualling Crew,,Southampton,"Saloon Steward, 2nd Class",
1445,"WICK, Col. George Dennick",57,1st Class Passenger,36928£164 17s 4d,Southampton,,
1446,"WIDEGREN, Mr Carl Peter",51,3rd Class Passenger,347064£7 15s,Southampton,Seaman,
1447,"WIDENER, Mr George Dunton",50,1st Class Passenger,113503£211 10s,Southampton,Banker,
1448,"WIDENER, Mr Harry Elkins",27,1st Class Passenger,113503£211 10s,Southampton,Bibliophile,
1449,"WIKLUND, Mr Karl Johan",18,3rd Class Passenger,3101266£6 9s 11d,Southampton,General Labourer,
1450,"WIKLUND, Mr Jakob Alfred",17,3rd Class Passenger,3101267£6 9s 11d,Southampton,General Labourer,[314]
1451,"WILDE, Mr Henry Tingle",39,Deck CrewTitanic Officers,,Southampton,Chief Officer,
1452,"WILLER, Mr Aaron",37,3rd Class Passenger,3410£8 14s 3d,Cherbourg,,
1453,"WILLEY, Mr Edward John",20,3rd Class Passenger,751£7 11s,Southampton,Farm Labourer,
1454,"WILLIAMS, Mr Fletcher Fellowes Lambert",43,1st Class Passenger,113510£35,Southampton,Businessman,
1455,"WILLIAMS, Mr Charles Duane",51,1st Class Passenger,17597£61 7s 7d,Cherbourg,Lawyer,
1456,"WILLIAMS, Mr Howard Hugh",28,3rd Class Passenger,2466£8 1s,Southampton,Carman,
1457,"WILLIAMS, Mr Leslie",24,3rd Class Passenger,54636£16 2s,Southampton,Pugilist,[14]
1458,"WILLIAMS, Mr Samuel Solomon",28,Engineering Crew,,Southampton,Fireman,
1459,"WILLIAMS, Mr Arthur John",42,Victualling Crew,,Southampton,Storekeeper (1st Class),
1460,"WILLIAMSON, Mr James Bertram",35,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,
1461,"WILLIS, Mr William",59,Victualling Crew,,Southampton,3rd Class Packer Steward,
1462,"WILLSHER, Mr William Aubrey",33,Victualling Crew,,Southampton,Butcher,
1463,"WILSON, Mr Bertie",27,Engineering Crew,,Belfast,Senior Assistant 2nd Engineer,
1464,"WILTON, Mr William Edward",53,Engineering Crew,,Southampton,Trimmer,
